date,nav,scheme_code,scheme_name,fund_house,scheme_type,scheme_category,date_parsed,nav_float
12-03-2026,6087.11200,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2026-03-12,6087.112
11-03-2026,6088.34040,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2026-03-11,6088.3404
10-03-2026,6086.65160,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2026-03-10,6086.6516
09-03-2026,6085.22880,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2026-03-09,6085.2288
06-03-2026,6084.29620,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2026-03-06,6084.2962
05-03-2026,6082.39270,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2026-03-05,6082.3927
04-03-2026,6081.05890,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2026-03-04,6081.0589
02-03-2026,6081.76400,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2026-03-02,6081.764
27-02-2026,6079.91950,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2026-02-27,6079.9195
26-02-2026,6078.81230,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2026-02-26,6078.8123
25-02-2026,6077.58860,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2026-02-25,6077.5886
24-02-2026,6076.17580,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2026-02-24,6076.1758
23-02-2026,6074.63880,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2026-02-23,6074.6388
20-02-2026,6071.65710,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2026-02-20,6071.6571
18-02-2026,6069.76700,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2026-02-18,6069.767
17-02-2026,6069.70630,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2026-02-17,6069.7063
16-02-2026,6069.37830,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2026-02-16,6069.3783
13-02-2026,6066.86400,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2026-02-13,6066.864
12-02-2026,6063.70500,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2026-02-12,6063.705
11-02-2026,6061.12040,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2026-02-11,6061.1204
10-02-2026,6058.86430,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2026-02-10,6058.8643
09-02-2026,6057.50320,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2026-02-09,6057.5032
06-02-2026,6054.96860,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2026-02-06,6054.9686
05-02-2026,6055.74490,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2026-02-05,6055.7449
04-02-2026,6053.33130,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2026-02-04,6053.3313
03-02-2026,6050.77330,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2026-02-03,6050.7733
02-02-2026,6047.21590,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2026-02-02,6047.2159
30-01-2026,6043.78380,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2026-01-30,6043.7838
29-01-2026,6041.31730,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2026-01-29,6041.3173
28-01-2026,6040.78420,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2026-01-28,6040.7842
27-01-2026,6041.49770,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2026-01-27,6041.4977
23-01-2026,6037.64530,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2026-01-23,6037.6453
22-01-2026,6037.50600,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2026-01-22,6037.506
21-01-2026,6034.62460,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2026-01-21,6034.6246
20-01-2026,6033.43290,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2026-01-20,6033.4329
19-01-2026,6033.56390,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2026-01-19,6033.5639
16-01-2026,6031.76390,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2026-01-16,6031.7639
14-01-2026,6031.49900,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2026-01-14,6031.499
13-01-2026,6030.99530,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2026-01-13,6030.9953
12-01-2026,6031.23290,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2026-01-12,6031.2329
09-01-2026,6028.45910,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2026-01-09,6028.4591
08-01-2026,6028.08600,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2026-01-08,6028.086
07-01-2026,6028.38460,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2026-01-07,6028.3846
06-01-2026,6028.72710,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2026-01-06,6028.7271
05-01-2026,6027.69050,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2026-01-05,6027.6905
02-01-2026,6025.26800,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2026-01-02,6025.268
01-01-2026,6024.71870,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2026-01-01,6024.7187
31-12-2025,6023.54540,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-12-31,6023.5454
30-12-2025,6020.39880,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-12-30,6020.3988
29-12-2025,6020.51720,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-12-29,6020.5172
26-12-2025,6017.72270,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-12-26,6017.7227
24-12-2025,6015.99440,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-12-24,6015.9944
23-12-2025,6013.82670,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-12-23,6013.8267
22-12-2025,6012.96350,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-12-22,6012.9635
19-12-2025,6009.93470,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-12-19,6009.9347
18-12-2025,6008.95020,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-12-18,6008.9502
17-12-2025,6007.89020,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-12-17,6007.8902
16-12-2025,6007.20350,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-12-16,6007.2035
15-12-2025,6006.30400,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-12-15,6006.304
12-12-2025,6004.00680,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-12-12,6004.0068
11-12-2025,6003.05960,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-12-11,6003.0596
10-12-2025,6002.27800,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-12-10,6002.278
09-12-2025,6002.30200,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-12-09,6002.302
08-12-2025,6002.03880,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-12-08,6002.0388
05-12-2025,5999.09530,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-12-05,5999.0953
04-12-2025,5996.93910,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-12-04,5996.9391
03-12-2025,5996.35110,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-12-03,5996.3511
02-12-2025,5995.77980,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-12-02,5995.7798
01-12-2025,5994.99360,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-12-01,5994.9936
28-11-2025,5992.53750,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-11-28,5992.5375
27-11-2025,5991.56950,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-11-27,5991.5695
26-11-2025,5990.45540,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-11-26,5990.4554
25-11-2025,5989.34880,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-11-25,5989.3488
24-11-2025,5988.07990,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-11-24,5988.0799
21-11-2025,5985.17890,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-11-21,5985.1789
20-11-2025,5984.26630,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-11-20,5984.2663
19-11-2025,5983.40160,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-11-19,5983.4016
18-11-2025,5982.38080,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-11-18,5982.3808
17-11-2025,5981.20660,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-11-17,5981.2066
14-11-2025,5978.35180,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-11-14,5978.3518
13-11-2025,5977.41710,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-11-13,5977.4171
12-11-2025,5976.36880,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-11-12,5976.3688
11-11-2025,5975.03740,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-11-11,5975.0374
10-11-2025,5973.97340,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-11-10,5973.9734
07-11-2025,5971.02470,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-11-07,5971.0247
06-11-2025,5969.92560,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-11-06,5969.9256
04-11-2025,5967.95870,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-11-04,5967.9587
03-11-2025,5966.96460,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-11-03,5966.9646
31-10-2025,5963.94250,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-10-31,5963.9425
30-10-2025,5962.91050,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-10-30,5962.9105
29-10-2025,5962.24360,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-10-29,5962.2436
28-10-2025,5961.28160,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-10-28,5961.2816
27-10-2025,5959.95940,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-10-27,5959.9594
24-10-2025,5957.01330,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-10-24,5957.0133
23-10-2025,5956.26610,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-10-23,5956.2661
20-10-2025,5953.55420,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-10-20,5953.5542
17-10-2025,5950.67900,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-10-17,5950.679
16-10-2025,5949.99410,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-10-16,5949.9941
15-10-2025,5949.61580,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-10-15,5949.6158
14-10-2025,5948.72500,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-10-14,5948.725
13-10-2025,5947.79550,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-10-13,5947.7955
10-10-2025,5944.84950,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-10-10,5944.8495
09-10-2025,5943.98080,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-10-09,5943.9808
08-10-2025,5943.16990,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-10-08,5943.1699
07-10-2025,5942.44460,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-10-07,5942.4446
06-10-2025,5941.79360,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-10-06,5941.7936
03-10-2025,5938.47480,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-10-03,5938.4748
01-10-2025,5935.60000,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-10-01,5935.6
30-09-2025,5933.53730,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-09-30,5933.5373
26-09-2025,5928.04740,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-09-26,5928.0474
25-09-2025,5927.31080,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-09-25,5927.3108
24-09-2025,5926.67410,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-09-24,5926.6741
23-09-2025,5925.95310,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-09-23,5925.9531
22-09-2025,5924.97230,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-09-22,5924.9723
19-09-2025,5922.13570,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-09-19,5922.1357
18-09-2025,5921.22440,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-09-18,5921.2244
17-09-2025,5919.70480,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-09-17,5919.7048
16-09-2025,5918.11800,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-09-16,5918.118
15-09-2025,5916.61100,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-09-15,5916.611
12-09-2025,5913.83650,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-09-12,5913.8365
11-09-2025,5913.29380,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-09-11,5913.2938
10-09-2025,5912.00410,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-09-10,5912.0041
09-09-2025,5911.39240,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-09-09,5911.3924
05-09-2025,5908.56830,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-09-05,5908.5683
04-09-2025,5907.61230,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-09-04,5907.6123
03-09-2025,5906.76440,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-09-03,5906.7644
02-09-2025,5905.98680,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-09-02,5905.9868
01-09-2025,5905.57180,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-09-01,5905.5718
29-08-2025,5902.98760,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-08-29,5902.9876
28-08-2025,5902.40990,119092,Axis_Bluechip,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,2025-08-28,5902.4099
